transaction_text,category
Broadband Bill #1722,Bills & Utilities
Lyft #5578,Transport
Netmeds #5501,Healthcare
Total Petrol #1018,Fuel
Reliance Trends #9951,Shopping
HDFC Insurance #3153,Insurance
Water Bill #2061,Bills & Utilities
Reliance Trends #7688,Shopping
Max Hospital #3636,Healthcare
Caltex #7051,Fuel
Axis ATM #3528,Cash Withdrawal
Medlife #4285,Healthcare
Cable TV Bill #9948,Bills & Utilities
Airbnb #9805,Travel
Max Life #4590,Insurance
Apple Store #2913,Electronics
HelpAge India #2452,Donations
Broadband Bill #5773,Bills & Utilities
Coursera #5575,Education
Just Eat #5070,Food Delivery
Lidl #3086,Groceries
Myntra #2137,Shopping
Udemy #3309,Education
ExxonMobil #6183,Fuel
Udemy #6836,Education
Total Petrol #3120,Fuel
Hotstar #4958,Entertainment
Zomato #9108,Food Delivery
Flipkart Electronics #5380,Electronics
Taj Hotels #9798,Travel
Bajaj Allianz #3821,Insurance
Lidl #8411,Groceries
ICICI ATM #8421,Cash Withdrawal
Grab #2523,Transport
Toppr #6942,Education
Unacademy #8080,Education
Total Petrol #7760,Fuel
Netmeds #4970,Healthcare
SonyLIV #3801,Entertainment
Hulu #4456,Entertainment
Walmart Grocery #4121,Groceries
Akshaya Patra #6178,Donations
Gas Bill #5542,Bills & Utilities
Manipal Hospital #5668,Healthcare
Indian Oil #1977,Fuel
Myntra #8260,Shopping
Punjab National Bank ATM #4259,Cash Withdrawal
Walmart Electronics #5222,Electronics
Hyatt #7042,Travel
Rapido #7324,Transport
Aldi #9855,Groceries
Nike #4157,Shopping
Spotify #4782,Entertainment
AIIMS #6376,Healthcare
McDonalds #2483,Coffee & Dining
YouTube Premium #9224,Entertainment
Airbnb #5828,Travel
Auto Rickshaw #5789,Transport
Walmart Grocery #8824,Groceries
Manipal Hospital #8955,Healthcare
Rapido #3149,Transport
Amazon Electronics #6658,Electronics
ExxonMobil #4295,Fuel
Max Hospital #3944,Healthcare
Marriott #2924,Travel
SBI ATM #1901,Cash Withdrawal
AIIMS #4433,Healthcare
Red Cross #4192,Donations
SonyLIV #5589,Entertainment
Barista #5105,Coffee & Dining
YouTube Premium #3642,Entertainment
YouTube Premium #2231,Entertainment
Marriott #4445,Travel
Cable TV Bill #5539,Bills & Utilities
Auto Rickshaw #9113,Transport
Punjab National Bank ATM #1970,Cash Withdrawal
Uber #2389,Transport
UNICEF #5830,Donations
Vedantu #2745,Education
BigBasket #1984,Groceries
Grab #4813,Transport
McDonalds #2309,Coffee & Dining
Lyft #5798,Transport
BPCL #5320,Fuel
Grubhub #9882,Food Delivery
Lidl #6412,Groceries
SBI Life #5840,Insurance
Amazon Electronics #6805,Electronics
Max Life #6907,Insurance
Rapido #8714,Transport
Canara Bank ATM #7398,Cash Withdrawal
GiveIndia #5149,Donations
Nike #2268,Shopping
Swiggy #1947,Food Delivery
Aldi #1910,Groceries
KFC #4445,Coffee & Dining
Water Bill #6626,Bills & Utilities
BP #7551,Fuel
Rapido #2111,Transport
OYO #7999,Travel
Auto Rickshaw #7953,Transport
Hotstar #3251,Entertainment
Didi #3837,Transport
Udemy #3944,Education
Grab #2809,Transport
McDonalds #3329,Coffee & Dining
SBI ATM #7546,Cash Withdrawal
Taj Hotels #2847,Travel
Zee5 #5569,Entertainment
Best Buy #6555,Shopping
Chegg #6525,Education
Cable TV Bill #9664,Bills & Utilities
Subway #3551,Coffee & Dining
Internet Bill #6735,Bills & Utilities
Best Buy #2869,Shopping
edX #7515,Education
Best Buy #7260,Shopping
Netmeds #3888,Healthcare
Narayana Health #9428,Healthcare
Save the Children #3130,Donations
OYO #3483,Travel
Reliance Fresh #7088,Groceries
Canara Bank ATM #5793,Cash Withdrawal
Udemy #4588,Education
Coursera #7924,Education
Hilton #9763,Travel
Hyatt #8717,Travel
Max Life #8768,Insurance
Amazon Prime #3854,Entertainment
SonyLIV #4810,Entertainment
Didi #1847,Transport
Bank of Baroda ATM #3030,Cash Withdrawal
Ola #1106,Transport
Aldi #8956,Groceries
AIIMS #4206,Healthcare
Goibibo #4164,Travel
Landline Bill #2629,Bills & Utilities
Expedia #7078,Travel
Landline Bill #4211,Bills & Utilities
Grab #4035,Transport
edX #9489,Education
Bolt #9108,Transport
Unacademy #7529,Education
D-Mart #5715,Shopping
Akshaya Patra #9162,Donations
Amazon #9209,Shopping
Coursera #8610,Education
Bolt #9192,Transport
McDonalds #8970,Coffee & Dining
Gulf Petrol #9562,Fuel
Hyatt #5549,Travel
H&M #2221,Shopping
BigBasket #8141,Groceries
Amazon #8941,Shopping
Zomato #1028,Food Delivery
Rapido #5978,Transport
HDFC ATM #7442,Cash Withdrawal
Internet Bill #1487,Bills & Utilities
SBI Life #3808,Insurance
Samsung Store #1825,Electronics
Gojek #4435,Transport
Landline Bill #4916,Bills & Utilities
Target #4858,Shopping
Gas Bill #1209,Bills & Utilities
Landline Bill #5540,Bills & Utilities
LIC #3944,Insurance
LIC #7907,Insurance
Gas Bill #1310,Bills & Utilities
Quizlet #2368,Education
Landline Bill #2430,Bills & Utilities
Manipal Hospital #4793,Healthcare
Kotak ATM #5902,Cash Withdrawal
Child Rights and You #3502,Donations
IKEA #4867,Shopping
Hulu #7183,Entertainment
HDFC ATM #1879,Cash Withdrawal
Rapido #8745,Transport
SBI ATM #6942,Cash Withdrawal
Zara #1857,Shopping
Deliveroo #2749,Food Delivery
LIC #5900,Insurance
Adidas #8528,Shopping
McDonalds #2737,Coffee & Dining
LIC #1105,Insurance
Punjab National Bank ATM #4636,Cash Withdrawal
Narayana Health #7546,Healthcare
Punjab National Bank ATM #9253,Cash Withdrawal
Zomato #8206,Food Delivery
Aldi #5543,Groceries
ICICI ATM #4844,Cash Withdrawal
MakeMyTrip #1623,Travel
HelpAge India #7391,Donations
Aldi #8604,Groceries
Save the Children #9884,Donations
SonyLIV #6078,Entertainment
Electricity Bill #6484,Bills & Utilities
Water Bill #4867,Bills & Utilities
Amazon Fresh #8370,Groceries
Flipkart Electronics #3117,Electronics
Shell Petrol #4366,Fuel
Manipal Hospital #1199,Healthcare
Didi #2636,Transport
HDFC ATM #6466,Cash Withdrawal
D-Mart #8353,Shopping
Tata AIA #5130,Insurance
Gulf Petrol #5386,Fuel
McDonalds #2056,Coffee & Dining
Rapido #2595,Transport
Netflix #6096,Entertainment
Aditya Birla Sun Life #2282,Insurance
Total Petrol #1819,Fuel
Amazon Electronics #3120,Electronics
Vedantu #5965,Education
Aditya Birla Sun Life #4892,Insurance
Rapido #6214,Transport
Amazon Prime #7963,Entertainment
GiveIndia #4651,Donations
Reliance Trends #9607,Shopping
Target #8001,Shopping
Burger King #9310,Coffee & Dining
Apollo Pharmacy #9210,Healthcare
Bank of Baroda ATM #5006,Cash Withdrawal
Grofers #5897,Groceries
Reliance Trends #4284,Shopping
BookMyShow #9405,Entertainment
HDFC ATM #7536,Cash Withdrawal
Apollo Pharmacy #5936,Healthcare
Pharmeasy #8992,Healthcare
Gas Bill #2013,Bills & Utilities
Caltex #1412,Fuel
Hyatt #8692,Travel
Tata AIA #9703,Insurance
Foodpanda #2195,Food Delivery
Mobile Recharge #8957,Bills & Utilities
Khan Academy #7830,Education
OnePlus Store #1494,Electronics
Auto Rickshaw #2374,Transport
HDFC ATM #8453,Cash Withdrawal
Didi #6165,Transport
Didi #8935,Transport
Lidl #3955,Groceries
Burger King #1827,Coffee & Dining
Just Eat #2565,Food Delivery
Pharmeasy #7069,Healthcare
Hulu #7566,Entertainment
OnePlus Store #3733,Electronics
Broadband Bill #3802,Bills & Utilities
Gas Bill #3879,Bills & Utilities
Marriott #1802,Travel
Gulf Petrol #5420,Fuel
Khan Academy #8661,Education
Didi #6682,Transport
OnePlus Store #7236,Electronics
Cable TV Bill #4711,Bills & Utilities
Medlife #8614,Healthcare
MakeMyTrip #7535,Travel
Canara Bank ATM #7740,Cash Withdrawal
Fortis Hospital #4469,Healthcare
Toppr #7541,Education
Mobile Recharge #3318,Bills & Utilities
Reliance Fresh #1985,Groceries
Flipkart #2904,Shopping
Best Buy Electronics #4482,Electronics
Walmart Electronics #4159,Electronics
Grofers #6208,Groceries
Manipal Hospital #1722,Healthcare
Child Rights and You #9267,Donations
Total Petrol #2669,Fuel
Reliance Trends #3399,Shopping
Apple Store #7390,Electronics
Gas Bill #8144,Bills & Utilities
Akshaya Patra #1658,Donations
D-Mart Fresh #3103,Groceries
Xiaomi Store #4305,Electronics
Airbnb #2749,Travel
Water Bill #2320,Bills & Utilities
Just Eat #1289,Food Delivery
KFC #8400,Coffee & Dining
H&M #7130,Shopping
Shell Petrol #1290,Fuel
Auto Rickshaw #2384,Transport
Bank of Baroda ATM #9970,Cash Withdrawal
Broadband Bill #1784,Bills & Utilities
Electricity Bill #1385,Bills & Utilities
Didi #7797,Transport
HelpAge India #9402,Donations
Byju's #9248,Education
Lidl #1247,Groceries
Bank of Baroda ATM #3317,Cash Withdrawal
Max Hospital #5247,Healthcare
ICICI ATM #3207,Cash Withdrawal
KFC #8764,Coffee & Dining
Amazon Fresh #6349,Groceries
HP Petrol #8657,Fuel
Flipkart Electronics #1282,Electronics
Hotstar #1095,Entertainment
Deliveroo #6479,Food Delivery
Rapido #3739,Transport
BPCL #9182,Fuel
Hyatt #5579,Travel
Mobile Recharge #6792,Bills & Utilities
BigBasket #7230,Groceries
Walmart #7108,Shopping
OnePlus Store #6888,Electronics
BPCL #2471,Fuel
Landline Bill #2683,Bills & Utilities
Coursera #3949,Education
Max Hospital #6327,Healthcare
Medlife #1238,Healthcare
Landline Bill #9681,Bills & Utilities
Samsung Store #9467,Electronics
Spotify #4573,Entertainment
Apple Store #2999,Electronics
Axis ATM #5990,Cash Withdrawal
ICICI Prudential #4745,Insurance
Uber Eats #4490,Food Delivery
Best Buy #1561,Shopping
Lyft #9367,Transport
Electricity Bill #9514,Bills & Utilities
UNICEF #9505,Donations
LIC #4650,Insurance
Punjab National Bank ATM #9302,Cash Withdrawal
Netmeds #5351,Healthcare
Walmart Electronics #8282,Electronics
SBI Life #1523,Insurance
ICICI Prudential #8898,Insurance
Bolt #5062,Transport
Broadband Bill #2595,Bills & Utilities
Punjab National Bank ATM #9158,Cash Withdrawal
Amazon Electronics #4933,Electronics
Burger King #4397,Coffee & Dining
Lidl #3755,Groceries
Auto Rickshaw #8163,Transport
Udemy #7543,Education
Airbnb #7466,Travel
Amazon Prime #7332,Entertainment
Big Bazaar #2897,Shopping
Big Bazaar #6785,Shopping
AIIMS #1821,Healthcare
DoorDash #5755,Food Delivery
Kotak ATM #8666,Cash Withdrawal
Akshaya Patra #1957,Donations
Apple Store #3595,Electronics
OnePlus Store #7749,Electronics
Ola #4881,Transport
Unacademy #6450,Education
Quizlet #1315,Education
BigBasket #8053,Groceries
Electricity Bill #3107,Bills & Utilities
Indian Oil #5105,Fuel
Bajaj Allianz #7494,Insurance
SBI Life #2727,Insurance
Dunzo #9627,Food Delivery
Apple TV+ #3061,Entertainment
Quizlet #2228,Education
edX #6142,Education
Hulu #4629,Entertainment
Pizza Hut #5229,Coffee & Dining
Amazon Prime #7240,Entertainment
Starbucks #5350,Coffee & Dining
Gas Bill #7261,Bills & Utilities
Max Life #1605,Insurance
Grubhub #7083,Food Delivery
Amazon Prime #3736,Entertainment
Udemy #4642,Education
Shell Petrol #6338,Fuel
Vedantu #8935,Education
HDFC Insurance #2331,Insurance
Walmart Grocery #6980,Groceries
Marriott #6743,Travel
OnePlus Store #7824,Electronics
Max Hospital #8497,Healthcare
Chevron #3125,Fuel
Gas Bill #1427,Bills & Utilities
Hyatt #1305,Travel
GiveIndia #3467,Donations
Medlife #8617,Healthcare
SonyLIV #3774,Entertainment
Netmeds #6555,Healthcare
Booking.com #3312,Travel
Airbnb #8581,Travel
Axis ATM #2924,Cash Withdrawal
Manipal Hospital #7670,Healthcare
Manipal Hospital #2270,Healthcare
AIIMS #7518,Healthcare
Caltex #3895,Fuel
Expedia #7216,Travel
Amazon Electronics #2769,Electronics
Netflix #3430,Entertainment
OnePlus Store #5804,Electronics
Shell Petrol #5187,Fuel
Khan Academy #6466,Education
Kotak ATM #8227,Cash Withdrawal
Fortis Hospital #9741,Healthcare
Spotify #8843,Entertainment
Starbucks #5457,Coffee & Dining
Child Rights and You #5380,Donations
Reliance Trends #3992,Shopping
Total Petrol #4381,Fuel
Broadband Bill #7559,Bills & Utilities
Fortis Hospital #2304,Healthcare
Uber Eats #6612,Food Delivery
Airbnb #1951,Travel
MakeMyTrip #7554,Travel
Ola #5514,Transport
Netmeds #5637,Healthcare
Cable TV Bill #5450,Bills & Utilities
Medlife #8394,Healthcare
GiveIndia #5621,Donations
Gas Bill #5704,Bills & Utilities
Pharmeasy #9792,Healthcare
Fortis Hospital #5752,Healthcare
H&M #4746,Shopping
Kotak ATM #1431,Cash Withdrawal
DoorDash #4622,Food Delivery
Amazon Prime #7906,Entertainment
Xiaomi Store #3620,Electronics
Expedia #8350,Travel
Khan Academy #5474,Education
Khan Academy #8191,Education
Child Rights and You #7225,Donations
ICICI Prudential #8385,Insurance
Toppr #2817,Education
Axis ATM #2786,Cash Withdrawal
ICICI ATM #1667,Cash Withdrawal
Uber Eats #6882,Food Delivery
Uber Eats #5562,Food Delivery
Swiggy #9666,Food Delivery
BP #1133,Fuel
Taj Hotels #2122,Travel
Water Bill #8574,Bills & Utilities
Adidas #8010,Shopping
Didi #4305,Transport
Akshaya Patra #5529,Donations
Netmeds #5106,Healthcare
Expedia #9646,Travel
Broadband Bill #2847,Bills & Utilities
Tata AIA #4185,Insurance
Canara Bank ATM #9642,Cash Withdrawal
Best Buy Electronics #7106,Electronics
OnePlus Store #1309,Electronics
Samsung Store #3425,Electronics
Grofers #4934,Groceries
Burger King #2750,Coffee & Dining
Target #9594,Shopping
Quizlet #7004,Education
Costa Coffee #4767,Coffee & Dining
Grubhub #4717,Food Delivery
Toppr #2469,Education
Vedantu #6918,Education
Dunzo #5070,Food Delivery
OnePlus Store #4550,Electronics
UNICEF #5101,Donations
Didi #3116,Transport
BigBasket #9786,Groceries
OYO #1060,Travel
Electricity Bill #3128,Bills & Utilities
HelpAge India #2470,Donations
Auto Rickshaw #4424,Transport
Cafe Coffee Day #6851,Coffee & Dining
OYO #8673,Travel
Axis ATM #2288,Cash Withdrawal
HP Petrol #4460,Fuel
Gojek #5583,Transport
Gas Bill #7603,Bills & Utilities
Child Rights and You #5618,Donations
Uber Eats #1084,Food Delivery
Mobile Recharge #1996,Bills & Utilities
Caltex #7243,Fuel
SBI ATM #7579,Cash Withdrawal
Taxi #4531,Transport
ICICI Prudential #2606,Insurance
DoorDash #4885,Food Delivery
Grab #1879,Transport
SBI ATM #3229,Cash Withdrawal
Dunzo #9649,Food Delivery
Goibibo #4062,Travel
Best Buy Electronics #4419,Electronics
Netmeds #8862,Healthcare
Broadband Bill #7715,Bills & Utilities
BPCL #5941,Fuel
Reliance Fresh #4733,Groceries
Medlife #8698,Healthcare
HP Petrol #1744,Fuel
Red Cross #8627,Donations
Ola #3868,Transport
Broadband Bill #7710,Bills & Utilities
Coursera #5227,Education
YouTube Premium #6377,Entertainment
OYO #2281,Travel
Gas Bill #7636,Bills & Utilities
Netmeds #2278,Healthcare
Xiaomi Store #2279,Electronics
Pizza Hut #8628,Coffee & Dining
YouTube Premium #4667,Entertainment
Caltex #6368,Fuel
SBI ATM #2760,Cash Withdrawal
Narayana Health #9407,Healthcare
ICICI ATM #1068,Cash Withdrawal
Child Rights and You #1935,Donations
Punjab National Bank ATM #6836,Cash Withdrawal
Nike #4050,Shopping
Medlife #7906,Healthcare
Best Buy Electronics #3076,Electronics
Pizza Hut #6090,Coffee & Dining
Airbnb #3748,Travel
Grofers #2497,Groceries
Khan Academy #6228,Education
Barista #3421,Coffee & Dining
Grofers #9893,Groceries
Expedia #7633,Travel
Zomato #4853,Food Delivery
Khan Academy #1406,Education
Vedantu #9092,Education
Akshaya Patra #5686,Donations
Max Life #1966,Insurance
Taxi #1677,Transport
Aditya Birla Sun Life #1875,Insurance
Child Rights and You #3256,Donations
Zomato #5940,Food Delivery
Zee5 #9773,Entertainment
Grab #7434,Transport
Auto Rickshaw #2574,Transport
Lyft #7627,Transport
D-Mart Fresh #7576,Groceries
Chegg #2192,Education
Punjab National Bank ATM #7274,Cash Withdrawal
Bajaj Allianz #9229,Insurance
Fortis Hospital #5640,Healthcare
Akshaya Patra #6295,Donations
Bajaj Allianz #7801,Insurance
Landline Bill #8479,Bills & Utilities
SBI Life #9323,Insurance
D-Mart Fresh #7162,Groceries
Bajaj Allianz #5446,Insurance
HelpAge India #9782,Donations
Mobile Recharge #3634,Bills & Utilities
Chegg #1688,Education
Big Bazaar #3198,Shopping
Lidl #6684,Groceries
Bolt #7385,Transport
Netmeds #3353,Healthcare
Quizlet #7660,Education
Akshaya Patra #3403,Donations
Barista #8467,Coffee & Dining
Dunzo #2503,Food Delivery
Max Hospital #1741,Healthcare
Foodpanda #1615,Food Delivery
Apple Store #2834,Electronics
Red Cross #5035,Donations
Expedia #3867,Travel
Bolt #1401,Transport
IKEA #9319,Shopping
Save the Children #5285,Donations
LIC #5596,Insurance
Zomato #3944,Food Delivery
Quizlet #8126,Education
Marriott #1519,Travel
BPCL #5021,Fuel
Canara Bank ATM #4694,Cash Withdrawal
Apple Store #5411,Electronics
Hulu #1782,Entertainment
D-Mart #1449,Shopping
IKEA #8344,Shopping
HelpAge India #4699,Donations
Reliance Fresh #1850,Groceries
Bajaj Allianz #8402,Insurance
Target Electronics #2654,Electronics
Vedantu #4261,Education
Pharmeasy #2270,Healthcare
Uber Eats #3191,Food Delivery
Hyatt #9330,Travel
Fortis Hospital #7641,Healthcare
LIC #9348,Insurance
Akshaya Patra #4570,Donations
Byju's #9309,Education
Medlife #6511,Healthcare
Bolt #7835,Transport
ICICI Prudential #4325,Insurance
Total Petrol #8360,Fuel
Target Electronics #5245,Electronics
Taxi #8264,Transport
Chegg #2213,Education
Uber #4893,Transport
Starbucks #3514,Coffee & Dining
BookMyShow #5451,Entertainment
Lidl #1607,Groceries
Coursera #9580,Education
SBI ATM #5185,Cash Withdrawal
Khan Academy #9920,Education
Landline Bill #1699,Bills & Utilities
HDFC ATM #4517,Cash Withdrawal
HDFC Insurance #9144,Insurance
ICICI Prudential #4905,Insurance
Gas Bill #2449,Bills & Utilities
UNICEF #4511,Donations
Postmates #9259,Food Delivery
Lyft #9331,Transport
Aditya Birla Sun Life #5210,Insurance
Byju's #2305,Education
Amazon Fresh #9343,Groceries
Ola #4615,Transport
Booking.com #2904,Travel
Apple Store #1470,Electronics
BigBasket #3608,Groceries
Water Bill #2397,Bills & Utilities
Internet Bill #6138,Bills & Utilities
Toppr #2003,Education
Narayana Health #8478,Healthcare
Internet Bill #7260,Bills & Utilities
OnePlus Store #5515,Electronics
UNICEF #3117,Donations
Hulu #4604,Entertainment
Auto Rickshaw #5495,Transport
Starbucks #8264,Coffee & Dining
Save the Children #4478,Donations
Amazon #1180,Shopping
Chevron #7362,Fuel
Foodpanda #6680,Food Delivery
Byju's #6097,Education
Taj Hotels #4904,Travel
Caltex #2761,Fuel
LIC #8878,Insurance
SBI ATM #7968,Cash Withdrawal
Narayana Health #7969,Healthcare
Fortis Hospital #5208,Healthcare
Costa Coffee #9553,Coffee & Dining
Hotstar #6083,Entertainment
Netflix #4683,Entertainment
HelpAge India #8467,Donations
Hotstar #6268,Entertainment
Broadband Bill #8202,Bills & Utilities
Spotify #9364,Entertainment
Apple Store #2417,Electronics
Best Buy Electronics #6513,Electronics
Foodpanda #8123,Food Delivery
Dominos #4512,Coffee & Dining
BPCL #1193,Fuel
Target Electronics #1202,Electronics
Medlife #4721,Healthcare
Tata AIA #4670,Insurance
Netmeds #8170,Healthcare
Adidas #9535,Shopping
Hilton #2233,Travel
Netmeds #4259,Healthcare
Bajaj Allianz #6484,Insurance
